¥éËweb-scraper-order,web-scraper-start-url,notelink,notelink-href,familyname,notename
1574391114-686,https://www.fragrantica.com/notes/,Nag Champa,https://www.fragrantica.com/notes/Nag-Champa-962.html,RESINS AND BALSAMS,Nag Champa
1574392467-972,https://www.fragrantica.com/notes/,Orchid Leaf,https://www.fragrantica.com/notes/Orchid-Leaf-994.html,"GREENS, HERBS AND FOUGERES",Orchid Leaf
1574391605-757,https://www.fragrantica.com/notes/,"Ishpink, Ocotea quixos",https://www.fragrantica.com/notes/Ishpink-Ocotea-quixos-1021.html,WOODS AND MOSSES,"Ishpink, Ocotea quixos"
1574391918-837,https://www.fragrantica.com/notes/,Horchata,https://www.fragrantica.com/notes/Horchata-636.html,SWEETS AND GOURMAND SMELLS,Horchata
1574390707-565,https://www.fragrantica.com/notes/,Dew Drop,https://www.fragrantica.com/notes/Dew-Drop-798.html,SYNTHETIC,Dew Drop
1574393984-1380,https://www.fragrantica.com/notes/,Cloudberry,https://www.fragrantica.com/notes/Cloudberry-692.html,"FRUITS, VEGETABLES AND NUTS",Cloudberry
1574391589-752,https://www.fragrantica.com/notes/,Mahogany,https://www.fragrantica.com/notes/Mahogany-43.html,WOODS AND MOSSES,Mahogany
1574392309-938,https://www.fragrantica.com/notes/,Tea,https://www.fragrantica.com/notes/Tea-106.html,"GREENS, HERBS AND FOUGERES",Tea
1574392409-958,https://www.fragrantica.com/notes/,Rose Leaf,https://www.fragrantica.com/notes/Rose-Leaf-949.html,"GREENS, HERBS AND FOUGERES",Rose Leaf
1574391137-692,https://www.fragrantica.com/notes/,Incense,https://www.fragrantica.com/notes/Incense-68.html,RESINS AND BALSAMS,Incense
1574390602-532,https://www.fragrantica.com/notes/,Lorenox,https://www.fragrantica.com/notes/Lorenox-544.html,SYNTHETIC,Lorenox
1574392232-921,https://www.fragrantica.com/notes/,Bay Leaf,https://www.fragrantica.com/notes/Bay-Leaf-128.html,SPICES,Bay Leaf
1574390873-614,https://www.fragrantica.com/notes/,Jasmine Tea,https://www.fragrantica.com/notes/Jasmine-Tea-772.html,BEVERAGES,Jasmine Tea
1574390596-530,https://www.fragrantica.com/notes/,Mahonial,https://www.fragrantica.com/notes/Mahonial-990.html,SYNTHETIC,Mahonial
1574391661-773,https://www.fragrantica.com/notes/,Cork,https://www.fragrantica.com/notes/Cork-769.html,WOODS AND MOSSES,Cork
1574391569-747,https://www.fragrantica.com/notes/,Moepel accord,https://www.fragrantica.com/notes/Moepel-accord-654.html,WOODS AND MOSSES,Moepel accord
1574393010-1117,https://www.fragrantica.com/notes/,Raspberry blossom,https://www.fragrantica.com/notes/Raspberry-blossom-534.html,FLOWERS,Raspberry blossom
1574392606-1008,https://www.fragrantica.com/notes/,Grass,https://www.fragrantica.com/notes/Grass-277.html,"GREENS, HERBS AND FOUGERES",Grass
1574394026-1393,https://www.fragrantica.com/notes/,Blackthorn,https://www.fragrantica.com/notes/Blackthorn-634.html,"FRUITS, VEGETABLES AND NUTS",Blackthorn
1574391313-718,https://www.fragrantica.com/notes/,Thailand Oud,https://www.fragrantica.com/notes/Thailand-Oud-761.html,WOODS AND MOSSES,Thailand Oud
1574393599-1271,https://www.fragrantica.com/notes/,Blackberry Blossom,https://www.fragrantica.com/notes/Blackberry-Blossom-886.html,FLOWERS,Blackberry Blossom
1574393106-1144,https://www.fragrantica.com/notes/,Orange Cassia Tree,https://www.fragrantica.com/notes/Orange-Cassia-Tree-914.html,FLOWERS,Orange Cassia Tree
1574393361-1213,https://www.fragrantica.com/notes/,Goldenrod,https://www.fragrantica.com/notes/Goldenrod-686.html,FLOWERS,Goldenrod
1574392528-986,https://www.fragrantica.com/notes/,Linaloe berry,https://www.fragrantica.com/notes/Linaloe-berry-684.html,"GREENS, HERBS AND FOUGERES",Linaloe berry
1574392334-944,https://www.fragrantica.com/notes/,Spinach,https://www.fragrantica.com/notes/Spinach-815.html,"GREENS, HERBS AND FOUGERES",Spinach
1574392137-898,https://www.fragrantica.com/notes/,Pepper,https://www.fragrantica.com/notes/Licorice-195.html,SPICES,Pepper
1574391059-670,https://www.fragrantica.com/notes/,Ambrette (Musk Mallow),https://www.fragrantica.com/notes/Ambrette-Musk-Mallow-107.html,"MUSK, AMBER, ANIMALIC SMELLS",Ambrette
1574393613-1276,https://www.fragrantica.com/notes/,Ambrette Flower,https://www.fragrantica.com/notes/Banana-Flower-957.html,FLOWERS,Ambrette Flower
1574394024-1392,https://www.fragrantica.com/notes/,Blueberry,https://www.fragrantica.com/notes/Blueberry-225.html,"FRUITS, VEGETABLES AND NUTS",Blueberry
1574390997-653,https://www.fragrantica.com/notes/,Genet,https://www.fragrantica.com/notes/Genet-552.html,"MUSK, AMBER, ANIMALIC SMELLS",White Amber
1574393721-1306,https://www.fragrantica.com/notes/,Soursop,https://www.fragrantica.com/notes/Soursop-1005.html,"FRUITS, VEGETABLES AND NUTS",Soursop
1574391792-804,https://www.fragrantica.com/notes/,Akigalawood,https://www.fragrantica.com/notes/Akigalawood-697.html,WOODS AND MOSSES,Akigalawood
1574392344-946,https://www.fragrantica.com/notes/,Silk Vine or Milk Broom,https://www.fragrantica.com/notes/Silk-Vine-or-Milk-Broom-525.html,"GREENS, HERBS AND FOUGERES",Silk Vine or Milk Broom
1574392801-1063,https://www.fragrantica.com/notes/,Mock Orange,https://www.fragrantica.com/notes/Mock-Orange-602.html,WHITE FLOWERS,Mock Orange
1574393573-1262,https://www.fragrantica.com/notes/,Camellia,https://www.fragrantica.com/notes/Camellia-254.html,FLOWERS,Camellia
1574390760-581,https://www.fragrantica.com/notes/,Brick,https://www.fragrantica.com/notes/Brick-843.html,SYNTHETIC,Brick
1574391849-817,https://www.fragrantica.com/notes/,Profiterole,https://www.fragrantica.com/notes/Profiterole-757.html,SWEETS AND GOURMAND SMELLS,Profiterole
1574391233-709,https://www.fragrantica.com/notes/,Amberwood,https://www.fragrantica.com/notes/Amberwood-691.html,RESINS AND BALSAMS,Amberwood
1574390881-617,https://www.fragrantica.com/notes/,Gin,https://www.fragrantica.com/notes/Gin-299.html,BEVERAGES,Gin
1574392054-875,https://www.fragrantica.com/notes/,Toscanol,https://www.fragrantica.com/notes/Toscanol-350.html,SPICES,Toscanol
1574392328-942,https://www.fragrantica.com/notes/,Sundew,https://www.fragrantica.com/notes/Sundew-951.html,"GREENS, HERBS AND FOUGERES",Sundew
1574393788-1325,https://www.fragrantica.com/notes/,Pineapple,https://www.fragrantica.com/notes/Pineapple-170.html,"FRUITS, VEGETABLES AND NUTS",Pineapple
1574390618-537,https://www.fragrantica.com/notes/,Jeans,https://www.fragrantica.com/notes/Jeans-765.html,SYNTHETIC,Jeans
1574393268-1190,https://www.fragrantica.com/notes/,Jacaranda,https://www.fragrantica.com/notes/Jacaranda-677.html,FLOWERS,Jacaranda
1574390955-641,https://www.fragrantica.com/notes/,Suede,https://www.fragrantica.com/notes/Suede-196.html,"MUSK, AMBER, ANIMALIC SMELLS",Suede
1574394149-1427,https://www.fragrantica.com/notes/,Kaffir Lime,https://www.fragrantica.com/notes/Kaffir-Lime-958.html,CITRUS SMELLS,Kaffir Lime
1574391297-717,https://www.fragrantica.com/notes/,Thuja,https://www.fragrantica.com/notes/Thuja-394.html,WOODS AND MOSSES,Thuja
1574390583-526,https://www.fragrantica.com/notes/,Molasses,https://www.fragrantica.com/notes/Molasses-767.html,SYNTHETIC,Molasses
1574390840-607,https://www.fragrantica.com/notes/,Martini,https://www.fragrantica.com/notes/Martini-420.html,BEVERAGES,Martini
1574391436-727,https://www.fragrantica.com/notes/,Saman,https://www.fragrantica.com/notes/Saman-903.html,WOODS AND MOSSES,Saman
1574390926-632,https://www.fragrantica.com/notes/,Blue Margarita,https://www.fragrantica.com/notes/Blue-Margarita-780.html,BEVERAGES,Blue Margarita
1574390559-519,https://www.fragrantica.com/notes/,Para-Cresyl Phenyl Acetate,https://www.fragrantica.com/notes/Para-Cresyl-Phenyl-Acetate-876.html,SYNTHETIC,Para-Cresyl Phenyl Acetate
1574393013-1118,https://www.fragrantica.com/notes/,Rangoon creeper,https://www.fragrantica.com/notes/Rangoon-creeper-819.html,FLOWERS,Rangoon creeper
1574392008-862,https://www.fragrantica.com/notes/,Butterscotch,https://www.fragrantica.com/notes/Butterscotch-832.html,SWEETS AND GOURMAND SMELLS,Butterscotch
1574392969-1104,https://www.fragrantica.com/notes/,Snowdrops,https://www.fragrantica.com/notes/Snowdrops-294.html,FLOWERS,Snowdrops
1574392463-971,https://www.fragrantica.com/notes/,Oregano,https://www.fragrantica.com/notes/Oregano-386.html,"GREENS, HERBS AND FOUGERES",Oregano
1574392702-1036,https://www.fragrantica.com/notes/,Borage,https://www.fragrantica.com/notes/Borage-601.html,"GREENS, HERBS AND FOUGERES",Borage
1574393016-1119,https://www.fragrantica.com/notes/,Prunella,https://www.fragrantica.com/notes/Prunella-510.html,FLOWERS,Prunella
1574391038-664,https://www.fragrantica.com/notes/,Bacon,https://www.fragrantica.com/notes/Bacon-514.html,"MUSK, AMBER, ANIMALIC SMELLS",Bacon
1574392619-1012,https://www.fragrantica.com/notes/,Genmaicha,https://www.fragrantica.com/notes/Genmaicha-786.html,"GREENS, HERBS AND FOUGERES",Genmaicha
1574390967-645,https://www.fragrantica.com/notes/,Oysters,https://www.fragrantica.com/notes/Oysters-711.html,"MUSK, AMBER, ANIMALIC SMELLS",Oysters
1574392653-1022,https://www.fragrantica.com/notes/,Chive,https://www.fragrantica.com/notes/Chive-875.html,"GREENS, HERBS AND FOUGERES",Chive
1574394146-1426,https://www.fragrantica.com/notes/,Kumquat,https://www.fragrantica.com/notes/Kumquat-81.html,CITRUS SMELLS,Kumquat
1574390911-627,https://www.fragrantica.com/notes/,Champagne,https://www.fragrantica.com/notes/Champagne-400.html,BEVERAGES,Champagne
1574390612-535,https://www.fragrantica.com/notes/,Linen,https://www.fragrantica.com/notes/Linen-857.html,SYNTHETIC,Linen
1574393270-1191,https://www.fragrantica.com/notes/,Iris,https://www.fragrantica.com/notes/Iris-11.html,FLOWERS,Iris
1574391549-745,https://www.fragrantica.com/notes/,Neem,https://www.fragrantica.com/notes/Neem-361.html,WOODS AND MOSSES,Neem
1574393053-1131,https://www.fragrantica.com/notes/,Periwinkle,https://www.fragrantica.com/notes/Periwinkle-689.html,FLOWERS,Periwinkle
1574393596-1270,https://www.fragrantica.com/notes/,Blue Lilies,https://www.fragrantica.com/notes/Blue-Lilies-787.html,FLOWERS,Blue Lilies
1574393483-1239,https://www.fragrantica.com/notes/,Dahlia,https://www.fragrantica.com/notes/Dahlia-560.html,FLOWERS,Dahlia
1574390605-533,https://www.fragrantica.com/notes/,Lipstick,https://www.fragrantica.com/notes/Lipstick-883.html,SYNTHETIC,Lipstick
1574392678-1029,https://www.fragrantica.com/notes/,Calamus,https://www.fragrantica.com/notes/Calamus-507.html,"GREENS, HERBS AND FOUGERES",Calamus
1574393134-1152,https://www.fragrantica.com/notes/,Myrtle,https://www.fragrantica.com/notes/Myrtle-328.html,FLOWERS,Myrtle
1574391154-697,https://www.fragrantica.com/notes/,Copaiba balm,https://www.fragrantica.com/notes/Copaiba-balm-714.html,RESINS AND BALSAMS,Copaiba balm
1574392561-996,https://www.fragrantica.com/notes/,Jatamansi or Spikenard,https://www.fragrantica.com/notes/Jatamansi-or-Spikenard-108.html,"GREENS, HERBS AND FOUGERES",Jatamansi or Spikenard
1574390506-505,https://www.fragrantica.com/notes/,Silk,https://www.fragrantica.com/notes/Silk-1003.html,SYNTHETIC,Silk
1574390883-618,https://www.fragrantica.com/notes/,Eau de vie,https://www.fragrantica.com/notes/Eau-de-vie-647.html,BEVERAGES,Eau de vie
1574391565-746,https://www.fragrantica.com/notes/,Muhuhu,https://www.fragrantica.com/notes/Muhuhu-506.html,WOODS AND MOSSES,Muhuhu
1574390477-496,https://www.fragrantica.com/notes/,Tulle accord,https://www.fragrantica.com/notes/Tulle-accord-842.html,SYNTHETIC,Tulle accord
1574393194-1169,https://www.fragrantica.com/notes/,Lotus,https://www.fragrantica.com/notes/Lotus-27.html,FLOWERS,Lotus
1574391103-683,https://www.fragrantica.com/notes/,Peru Balsam,https://www.fragrantica.com/notes/Peru-Balsam-72.html,RESINS AND BALSAMS,Peru Balsam
1574391601-756,https://www.fragrantica.com/notes/,Kowhai,https://www.fragrantica.com/notes/Kowhai-784.html,WOODS AND MOSSES,Kowhai
1574392834-1071,https://www.fragrantica.com/notes/,Grapefruit blossom,https://www.fragrantica.com/notes/Grapefruit-blossom-527.html,WHITE FLOWERS,Grapefruit blossom
1574390641-544,https://www.fragrantica.com/notes/,Indole,https://www.fragrantica.com/notes/Indole-528.html,SYNTHETIC,Indole
1574392280-933,https://www.fragrantica.com/notes/,Tomato Leaf,https://www.fragrantica.com/notes/Tomato-Leaf-253.html,"GREENS, HERBS AND FOUGERES",Tomato Leaf
1574393994-1383,https://www.fragrantica.com/notes/,Cherimoya,https://www.fragrantica.com/notes/Cherimoya-880.html,"FRUITS, VEGETABLES AND NUTS",Cherimoya
1574390474-495,https://www.fragrantica.com/notes/,Varnish accord,https://www.fragrantica.com/notes/Varnish-accord-789.html,SYNTHETIC,Varnish accord
1574390961-643,https://www.fragrantica.com/notes/,Skin,https://www.fragrantica.com/notes/Skin-882.html,"MUSK, AMBER, ANIMALIC SMELLS",Skin
1574391882-826,https://www.fragrantica.com/notes/,Marzipan,https://www.fragrantica.com/notes/Marzipan-232.html,SWEETS AND GOURMAND SMELLS,Marzipan
1574393254-1186,https://www.fragrantica.com/notes/,Kanuka,https://www.fragrantica.com/notes/Kanuka-785.html,FLOWERS,Kanuka
1574390734-573,https://www.fragrantica.com/notes/,Clay,https://www.fragrantica.com/notes/Clay-403.html,SYNTHETIC,Clay
1574392929-1092,https://www.fragrantica.com/notes/,Trillium,https://www.fragrantica.com/notes/Trillium-1011.html,FLOWERS,Trillium
1574390812-598,https://www.fragrantica.com/notes/,sake,https://www.fragrantica.com/notes/sake-734.html,BEVERAGES,sake
1574391697-780,https://www.fragrantica.com/notes/,Canadian Balsam,https://www.fragrantica.com/notes/Canadian-Balsam-70.html,WOODS AND MOSSES,Canadian Balsam
1574394057-1403,https://www.fragrantica.com/notes/,Apple juice,https://www.fragrantica.com/notes/Apple-juice-929.html,"FRUITS, VEGETABLES AND NUTS",Apple juice
1574392486-977,https://www.fragrantica.com/notes/,Nettle,https://www.fragrantica.com/notes/Nettle-248.html,"GREENS, HERBS AND FOUGERES",Nettle
1574393514-1245,https://www.fragrantica.com/notes/,"Cornflower, Sultan seeds",https://www.fragrantica.com/notes/Cornflower-Sultan-seeds-463.html,FLOWERS,"Cornflower, Sultan seeds"
1574393919-1365,https://www.fragrantica.com/notes/,Frosted Berries,https://www.fragrantica.com/notes/Frosted-Berries-805.html,"FRUITS, VEGETABLES AND NUTS",Frosted Berries
1574390892-621,https://www.fragrantica.com/notes/,Cream Soda,https://www.fragrantica.com/notes/Cream-Soda-477.html,BEVERAGES,Cream Soda
1574390920-630,https://www.fragrantica.com/notes/,Caipirinha,https://www.fragrantica.com/notes/Caipirinha-664.html,BEVERAGES,Caipirinha
1574393061-1133,https://www.fragrantica.com/notes/,Pelargonium,https://www.fragrantica.com/notes/Pelargonium-287.html,FLOWERS,Pelargonium
1574393034-1125,https://www.fragrantica.com/notes/,Poinsettia,https://www.fragrantica.com/notes/Poinsettia-251.html,FLOWERS,Poinsettia
1574394095-1412,https://www.fragrantica.com/notes/,Petitgrain,https://www.fragrantica.com/notes/Petitgrain-3.html,CITRUS SMELLS,Petitgrain
1574390804-595,https://www.fragrantica.com/notes/,Tequila,https://www.fragrantica.com/notes/Tequila-424.html,BEVERAGES,Tequila
1574393027-1123,https://www.fragrantica.com/notes/,Poppy,https://www.fragrantica.com/notes/Poppy-339.html,FLOWERS,Poppy
1574390990-651,https://www.fragrantica.com/notes/,Hyrax,https://www.fragrantica.com/notes/Hyrax-411.html,"MUSK, AMBER, ANIMALIC SMELLS",Hyrax
1574391654-771,https://www.fragrantica.com/notes/,Cypress,https://www.fragrantica.com/notes/Cypress-186.html,WOODS AND MOSSES,Cypress
1574393617-1277,https://www.fragrantica.com/notes/,Ashoka Flower,https://www.fragrantica.com/notes/Ashoka-Flower-827.html,FLOWERS,Ashoka Flower
1574392268-930,https://www.fragrantica.com/notes/,Mandarin Leaves,https://www.fragrantica.com/notes/Vine-449.html,"GREENS, HERBS AND FOUGERES",Mandarin Leaves
1574392569-998,https://www.fragrantica.com/notes/,Immortelle,https://www.fragrantica.com/notes/Immortelle-12.html,"GREENS, HERBS AND FOUGERES",Immortelle
1574390608-534,https://www.fragrantica.com/notes/,Lip gloss,https://www.fragrantica.com/notes/Lip-gloss-999.html,SYNTHETIC,Lip gloss
1574392532-987,https://www.fragrantica.com/notes/,Limnophila aromatica,https://www.fragrantica.com/notes/Limnophila-aromatica-545.html,"GREENS, HERBS AND FOUGERES",Limnophila aromatica
1574393939-1370,https://www.fragrantica.com/notes/,Dried Apricot,https://www.fragrantica.com/notes/Dried-Apricot-961.html,"FRUITS, VEGETABLES AND NUTS",Dried Apricot
1574393141-1155,https://www.fragrantica.com/notes/,Monarda,https://www.fragrantica.com/notes/Monarda-892.html,FLOWERS,Monarda
1574392660-1024,https://www.fragrantica.com/notes/,Celery Seeds,https://www.fragrantica.com/notes/Celery-Seeds-137.html,"GREENS, HERBS AND FOUGERES",Celery Seeds
1574391715-784,https://www.fragrantica.com/notes/,Buddha Wood,https://www.fragrantica.com/notes/Buddha-Wood-821.html,WOODS AND MOSSES,Buddha Wood
1574392176-909,https://www.fragrantica.com/notes/,Cubeb or Tailed pepper,https://www.fragrantica.com/notes/Cubeb-or-Tailed-pepper-588.html,SPICES,Cubeb or Tailed pepper
1574391028-661,https://www.fragrantica.com/notes/,Carrot Seeds,https://www.fragrantica.com/notes/Carrot-Seeds-276.html,"MUSK, AMBER, ANIMALIC SMELLS",Carrot Seeds
1574392013-864,https://www.fragrantica.com/notes/,Bubble Gum,https://www.fragrantica.com/notes/Bubble-Gum-884.html,SWEETS AND GOURMAND SMELLS,Bubble Gum
1574392080-882,https://www.fragrantica.com/notes/,Sesame,https://www.fragrantica.com/notes/Sesame-290.html,SPICES,Sesame
1574392083-883,https://www.fragrantica.com/notes/,Safraleine,https://www.fragrantica.com/notes/Safraleine-349.html,SPICES,Safraleine
1574390724-570,https://www.fragrantica.com/notes/,Cobblestone,https://www.fragrantica.com/notes/Cobblestone-973.html,SYNTHETIC,Cobblestone
1574390672-554,https://www.fragrantica.com/notes/,Galaxolide,https://www.fragrantica.com/notes/Galaxolide-887.html,SYNTHETIC,Galaxolide
1574392108-889,https://www.fragrantica.com/notes/,Pimento,https://www.fragrantica.com/notes/Pimento-159.html,SPICES,Pimento
1574393978-1378,https://www.fragrantica.com/notes/,Corn Silk,https://www.fragrantica.com/notes/Corn-Silk-548.html,"FRUITS, VEGETABLES AND NUTS",Corn Silk
1574391992-858,https://www.fragrantica.com/notes/,Candies,https://www.fragrantica.com/notes/Candies-316.html,SWEETS AND GOURMAND SMELLS,Candies
1574390952-640,https://www.fragrantica.com/notes/,Sylkolide,https://www.fragrantica.com/notes/Sylkolide-928.html,"MUSK, AMBER, ANIMALIC SMELLS",Sylkolide
1574394100-1413,https://www.fragrantica.com/notes/,Mandarin,https://www.fragrantica.com/notes/Orange-80.html,CITRUS SMELLS,Mandarin
1574391575-749,https://www.fragrantica.com/notes/,Massoia,https://www.fragrantica.com/notes/Massoia-229.html,WOODS AND MOSSES,Massoia
1574391521-737,https://www.fragrantica.com/notes/,Papyrus,https://www.fragrantica.com/notes/Papyrus-206.html,WOODS AND MOSSES,Papyrus
1574393872-1350,https://www.fragrantica.com/notes/,Kiwi,https://www.fragrantica.com/notes/Kiwi-178.html,"FRUITS, VEGETABLES AND NUTS",Kiwi
1574391085-678,https://www.fragrantica.com/notes/,Surf wax,https://www.fragrantica.com/notes/Surf-wax-656.html,RESINS AND BALSAMS,Surf wax
1574391808-808,https://www.fragrantica.com/notes/,Toffee,https://www.fragrantica.com/notes/Toffee-434.html,SWEETS AND GOURMAND SMELLS,Toffee
1574394091-1411,https://www.fragrantica.com/notes/,Pomelo,https://www.fragrantica.com/notes/Pomelo-242.html,CITRUS SMELLS,Pomelo
1574391995-859,https://www.fragrantica.com/notes/,Candied Orange,https://www.fragrantica.com/notes/Candied-Orange-646.html,SWEETS AND GOURMAND SMELLS,Candied Orange
1574391934-842,https://www.fragrantica.com/notes/,Gianduia,https://www.fragrantica.com/notes/Gianduia-974.html,SWEETS AND GOURMAND SMELLS,Gianduia
1574391767-797,https://www.fragrantica.com/notes/,"Arbutus (Madrona, Bearberry tree)",https://www.fragrantica.com/notes/Arbutus-Madrona-Bearberry-tree-771.html,WOODS AND MOSSES,"Arbutus (Madrona, Bearberry tree)"
1574391902-832,https://www.fragrantica.com/notes/,Macarons,https://www.fragrantica.com/notes/Macarons-451.html,SWEETS AND GOURMAND SMELLS,Macarons
1574392674-1028,https://www.fragrantica.com/notes/,Calycanthus,https://www.fragrantica.com/notes/Calycanthus-519.html,"GREENS, HERBS AND FOUGERES",Calycanthus
1574390809-597,https://www.fragrantica.com/notes/,Sangria,https://www.fragrantica.com/notes/Sangria-699.html,BEVERAGES,Sangria
1574393477-1238,https://www.fragrantica.com/notes/,Daisy,https://www.fragrantica.com/notes/Daisy-468.html,FLOWERS,Daisy
1574391020-659,https://www.fragrantica.com/notes/,Caviar,https://www.fragrantica.com/notes/Caviar-432.html,"MUSK, AMBER, ANIMALIC SMELLS",Caviar
1574390976-647,https://www.fragrantica.com/notes/,Milk,https://www.fragrantica.com/notes/Milk-199.html,"MUSK, AMBER, ANIMALIC SMELLS",Milk
1574391701-781,https://www.fragrantica.com/notes/,Cambodian Oud,https://www.fragrantica.com/notes/Cambodian-Oud-762.html,WOODS AND MOSSES,Cambodian Oud
1574393434-1232,https://www.fragrantica.com/notes/,Dove tree,https://www.fragrantica.com/notes/Dove-tree-419.html,FLOWERS,Dove tree
1574393239-1181,https://www.fragrantica.com/notes/,Lady Slipper Orchid,https://www.fragrantica.com/notes/Lady-Slipper-Orchid-878.html,FLOWERS,Lady Slipper Orchid
1574394021-1391,https://www.fragrantica.com/notes/,Boysenberry,https://www.fragrantica.com/notes/Boysenberry-577.html,"FRUITS, VEGETABLES AND NUTS",Boysenberry
1574390942-637,https://www.fragrantica.com/notes/,Absinthe,https://www.fragrantica.com/notes/Absinthe-717.html,BEVERAGES,Absinthe
1574392069-879,https://www.fragrantica.com/notes/,Star Anise,https://www.fragrantica.com/notes/Star-Anise-100.html,SPICES,Star Anise
1574394161-1431,https://www.fragrantica.com/notes/,Finger Lime,https://www.fragrantica.com/notes/Finger-Lime-881.html,CITRUS SMELLS,Finger Lime
1574392776-1056,https://www.fragrantica.com/notes/,Tuberose,https://www.fragrantica.com/notes/Tuberose-25.html,WHITE FLOWERS,Tuberose
1574393750-1314,https://www.fragrantica.com/notes/,Red Berries,https://www.fragrantica.com/notes/Red-Berries-184.html,"FRUITS, VEGETABLES AND NUTS",Red Berries
1574392783-1058,https://www.fragrantica.com/notes/,Tangerine blossom,https://www.fragrantica.com/notes/Tangerine-blossom-353.html,WHITE FLOWERS,Tangerine blossom
1574392140-899,https://www.fragrantica.com/notes/,Japanese pepper,https://www.fragrantica.com/notes/Japanese-pepper-603.html,SPICES,Japanese pepper
1574394114-1417,https://www.fragrantica.com/notes/,Litsea Cubeba,https://www.fragrantica.com/notes/Litsea-Cubeba-529.html,CITRUS SMELLS,Litsea Cubeba
1574392946-1096,https://www.fragrantica.com/notes/,Sweet Pea,https://www.fragrantica.com/notes/Sweet-Pea-92.html,FLOWERS,Sweet Pea
1574390822-601,https://www.fragrantica.com/notes/,Raki,https://www.fragrantica.com/notes/Raki-751.html,BEVERAGES,Raki
1574390861-610,https://www.fragrantica.com/notes/,Liquor,https://www.fragrantica.com/notes/Liquor-727.html,BEVERAGES,Liquor
1574392843-1073,https://www.fragrantica.com/notes/,Frangipani,https://www.fragrantica.com/notes/Frangipani-151.html,WHITE FLOWERS,Frangipani
1574392807-1065,https://www.fragrantica.com/notes/,Mandarin orange blossom,https://www.fragrantica.com/notes/Mandarin-orange-blossom-366.html,WHITE FLOWERS,Mandarin orange blossom
1574392482-976,https://www.fragrantica.com/notes/,Oak Leaves,https://www.fragrantica.com/notes/Oak-Leaves-1013.html,"GREENS, HERBS AND FOUGERES",Oak Leaves
1574391929-840,https://www.fragrantica.com/notes/,Halva,https://www.fragrantica.com/notes/Halva-834.html,SWEETS AND GOURMAND SMELLS,Halva
1574394012-1388,https://www.fragrantica.com/notes/,Carrot,https://www.fragrantica.com/notes/Carrot-275.html,"FRUITS, VEGETABLES AND NUTS",Carrot
1574393079-1138,https://www.fragrantica.com/notes/,Paramela,https://www.fragrantica.com/notes/Paramela-792.html,FLOWERS,Paramela
1574391679-776,https://www.fragrantica.com/notes/,Clearwood,https://www.fragrantica.com/notes/Clearwood-816.html,WOODS AND MOSSES,Clearwood
1574392360-947,https://www.fragrantica.com/notes/,"Sideritis, Mountain tea",https://www.fragrantica.com/notes/Sideritis-Mountain-tea-559.html,"GREENS, HERBS AND FOUGERES","Sideritis, Mountain tea"
1574391915-836,https://www.fragrantica.com/notes/,Ice cream,https://www.fragrantica.com/notes/Ice-cream-599.html,SWEETS AND GOURMAND SMELLS,Ice cream
1574392034-870,https://www.fragrantica.com/notes/,Acetyl Furan,https://www.fragrantica.com/notes/Acetyl-Furan-829.html,SWEETS AND GOURMAND SMELLS,Acetyl Furan
1574393095-1141,https://www.fragrantica.com/notes/,Orris,https://www.fragrantica.com/notes/Orris-Root-101.html,FLOWERS,Orris
1574390929-633,https://www.fragrantica.com/notes/,Bellini,https://www.fragrantica.com/notes/Bellini-312.html,BEVERAGES,Bellini
1574391639-767,https://www.fragrantica.com/notes/,Ebony tree,https://www.fragrantica.com/notes/Ebony-tree-331.html,WOODS AND MOSSES,Ebony tree
1574393585-1266,https://www.fragrantica.com/notes/,Bromelia,https://www.fragrantica.com/notes/Bromelia-633.html,FLOWERS,Bromelia
1574391631-765,https://www.fragrantica.com/notes/,Fig tree,https://www.fragrantica.com/notes/Fig-tree-431.html,WOODS AND MOSSES,Fig tree
1574393646-1284,https://www.fragrantica.com/notes/,Alumroot,https://www.fragrantica.com/notes/Alumroot-624.html,FLOWERS,Alumroot
1574393754-1315,https://www.fragrantica.com/notes/,Red Apple,https://www.fragrantica.com/notes/Red-Apple-144.html,"FRUITS, VEGETABLES AND NUTS",Red Apple
1574391710-783,https://www.fragrantica.com/notes/,Buxus,https://www.fragrantica.com/notes/Buxus-333.html,WOODS AND MOSSES,Buxus
1574391635-766,https://www.fragrantica.com/notes/,Eucalyptus,https://www.fragrantica.com/notes/Eucalyptus-149.html,WOODS AND MOSSES,Eucalyptus
1574394182-1437,https://www.fragrantica.com/notes/,Bigarade,https://www.fragrantica.com/notes/Bitter-Orange-79.html,CITRUS SMELLS,Bigarade
1574392798-1062,https://www.fragrantica.com/notes/,Night Blooming Cereus,https://www.fragrantica.com/notes/Night-Blooming-Cereus-338.html,WHITE FLOWERS,Night Blooming Cereus
1574392261-928,https://www.fragrantica.com/notes/,Wheat,https://www.fragrantica.com/notes/Wheat-387.html,"GREENS, HERBS AND FOUGERES",Wheat
1574392956-1099,https://www.fragrantica.com/notes/,St. John's Wort,https://www.fragrantica.com/notes/St-John-s-Wort-418.html,FLOWERS,St. John's Wort
1574390842-608,https://www.fragrantica.com/notes/,Mai Tai Cocktail,https://www.fragrantica.com/notes/Mai-Tai-Cocktail-665.html,BEVERAGES,Mai Tai Cocktail
