NAME,MONTH,CITY,STATE,ZIP_CODE,MESSAGE_COUNT
Beating Hearts Help Center,2024-04-01 00:00:00.000 Z,Mc Kenzie,TN,38201,62
Valley Chapel,2023-08-01 00:00:00.000 Z,Gilbert,AZ,85233,1600
Kentwood Community Church,2023-07-01 00:00:00.000 Z,Kentwood,MI,49508,39
Morning Star Baptist Church NLG,2024-09-01 00:00:00.000 Z,Gwynn Oak,MD,21207,62354
Ahava Hall,2023-12-01 00:00:00.000 Z,Franklin,KY,42134,358
Chillicothe First Assembly of God ,2024-06-01 00:00:00.000 Z,Chillicothe,OH,45601,1196
Bethel Atlanta,2023-11-01 00:00:00.000 Z,Tyrone,GA,30290,909
InterVarsity So FL,2022-01-01 00:00:00.000 Z,Miami,FL,,860
Sunny Hills Church,2023-06-01 00:00:00.000 Z,Wytheville,VA,24382,234
First Baptist Church Laurens,2024-05-01 00:00:00.000 Z,Laurens,SC,29360,3966
Christian Centre Church,2023-04-01 00:00:00.000 Z,Boulder,CO,M3N 2K7,2488
The Journey at Winchester,2024-01-01 00:00:00.000 Z,Winchester,TN,37398,4591
Palace Church Boston,2024-09-01 00:00:00.000 Z,Stoughton,MA,02072,191
Church in the Palms,2022-12-01 00:00:00.000 Z,Greenacres,FL,33467,3500
The Cause,2024-04-01 00:00:00.000 Z,Elkridge,MD,21075,768
Elim Christian Fellowship Church,2022-06-01 00:00:00.000 Z,Lawrenceville,GA,30046,834
Life Cathedral of Pensacola ,2024-02-01 00:00:00.000 Z,Pensacola,FL,32506,483
Church in the City- Beth Abraham,2024-03-01 00:00:00.000 Z,Denver,CO,80206,65
Christian Center Assembly of God,2024-06-01 00:00:00.000 Z,Krum,TX,76249,4534
Trilogy Community Church,2023-09-01 00:00:00.000 Z,Crossroads,TX,76227,1055
"Greater New Jerusalem Baptist Church of Lakeland, FL",2024-09-01 00:00:00.000 Z,Lakeland,FL,33805,1357
First United Methodist Church Victoria TX,2023-08-01 00:00:00.000 Z,Victoria,TX,77901,248
Choose Freedom,2023-03-01 00:00:00.000 Z,Wahiawa,HI,96786,840
Kentwood Community Church,2023-08-01 00:00:00.000 Z,Kentwood,MI,49508,67
Crossroads Church of the Nazarene,2023-11-01 00:00:00.000 Z,Ellicott City,MD,21043,360
First Church Abilene,2024-02-01 00:00:00.000 Z,Abilene,TX,79606,39
Thérèse Fletcher,2023-02-01 00:00:00.000 Z,Forest Park,IL,60130,61
Clovis First Assembly of God,2023-11-01 00:00:00.000 Z,Clovis,CA,93611,69
Community Church ,2024-02-01 00:00:00.000 Z,Douglasville,GA,30134,11120
First United Methodist Church of Fort Worth,2023-07-01 00:00:00.000 Z,Fort Worth,Texas,76102,24
Ahava Hall,2023-08-01 00:00:00.000 Z,Franklin,KY,42134,43
"Macedonia Baptist Church-Kansas City, MO",2023-02-01 00:00:00.000 Z,Kansas City,MO,64109-2002,173
Connect College Ministry,2023-08-01 00:00:00.000 Z,Fort Worth,TX,76105,2957
Life Springs Dream Center,2023-11-01 00:00:00.000 Z,Sanford,NC,27330,11508
Apostolic Rock Church ,2023-10-01 00:00:00.000 Z,Marshfield,WI,54449,259
Freedom Fest ,2024-05-01 00:00:00.000 Z,Largo,FL,33777,1
Bethel Atlanta,2024-03-01 00:00:00.000 Z,Tyrone,GA,30290,889
Bethel Atlanta,2024-10-01 00:00:00.000 Z,Tyrone,GA,30290,651
Connect College Ministry,2024-01-01 00:00:00.000 Z,Fort Worth,TX,76105,704
Sunny Hills Church,2024-03-01 00:00:00.000 Z,Wytheville,VA,24382,94
Andy Dunn Organization,2024-08-01 00:00:00.000 Z,Appomattox,VA,24522,701
Quail Lakes Baptist Church,2023-07-01 00:00:00.000 Z,Stockton,CA,95207,146
First Church Abilene,2024-03-01 00:00:00.000 Z,Abilene,TX,79606,191
City Bible Church,2024-10-01 00:00:00.000 Z,Vienna,WV,26105,1435
Pine Acres Church,2022-02-01 00:00:00.000 Z,Weatherford,OK,73096,18
Haitian American Organization,2024-08-01 00:00:00.000 Z,Iowell,MA,01852,10
High Plains Fellowship,2024-08-01 00:00:00.000 Z,Lamar,CO,81052,46
Cornerstone Community Church - St. Pete,2023-04-01 00:00:00.000 Z,Saint Petersburg,FL,33710,96
Bridgeway Church OKC,2023-04-01 00:00:00.000 Z,Oklahoma City,OK,73114,7
ServantTest2,2022-08-01 00:00:00.000 Z,Indian Trail,NC,28079,1
IDPMI Church Ave,2024-12-01 00:00:00.000 Z,Tampa,FL,33614,1117
Christian Centre Church,2022-02-01 00:00:00.000 Z,Boulder,CO,M3N 2K7,9
New Life Family Church,2023-09-01 00:00:00.000 Z,Blairsville,GA,30512,30
Shalom Youth,2024-10-01 00:00:00.000 Z,Sioux Falls,SD,57103,1091
RLM-R Lockett Ministries,2022-11-01 00:00:00.000 Z,Macon,GA,,88
The Hill Church,2024-05-01 00:00:00.000 Z,Liberty,KY,42539,12
GRACE ESPAÑOL,2024-11-01 00:00:00.000 Z,Roswell,NM,88201,8
Mile city Español,2024-09-01 00:00:00.000 Z,Plymouth,MI,48170,18
New Hope Church ,2023-08-01 00:00:00.000 Z,Concord,CA,94520,3
Cross Pointe Church,2024-06-01 00:00:00.000 Z,Richmond,VA,23236,296
Faith City Church,2022-06-01 00:00:00.000 Z,Saint Paul,MN,55106,14
Heritage Church,2024-10-01 00:00:00.000 Z,Scottsdale,AZ,85254,65
Crux Ministry,2023-12-01 00:00:00.000 Z,Houston,TX,77017,4
Faith United Baptist Church,2024-08-01 00:00:00.000 Z,Chattanooga,TN,37404,92
Freedom Church,2023-12-01 00:00:00.000 Z,Stafford,VA,22554,1
Calvary Baptist Church North Campus,2025-02-01 00:00:00.000 Z,McAlester,OK,74501,18
Connecting Church,2025-02-01 00:00:00.000 Z,Abingdon,MD,21009,126
New Hope Hermitage,2025-02-01 00:00:00.000 Z,Hermitage,TN,37076,535
New Hope Christian Church,2025-02-01 00:00:00.000 Z,Memphis,TN,38134,137
The Cathedral Church,2024-04-01 00:00:00.000 Z,Evansville,IN,47724,2
Salem United Methodist Church ,2023-08-01 00:00:00.000 Z,Cedar Rapids,IA,52404,10
Andy Dunn Organization,2024-10-01 00:00:00.000 Z,Appomattox,VA,24522,451
First Methodist Church,2023-05-01 00:00:00.000 Z,Canyon,TX,79015-3829,3
New Beginning T.H.C,2024-03-01 00:00:00.000 Z,Fort Worth,TX,76105,3
Catalyst Outreach,2024-07-01 00:00:00.000 Z,Evansville,IN,47712,16
Freedom Fest ,2024-10-01 00:00:00.000 Z,Largo,FL,33777,62637
First Congregational Church,2024-11-01 00:00:00.000 Z,Springfield,IL,62711,9755
Fort Rock Community Church,2024-11-01 00:00:00.000 Z,Fort Rock,OR,97735,3504
Kingdom Next Youth Ministry,2024-11-01 00:00:00.000 Z,Houston,TX,77087,1406
Ministerio Plenitud de Gracia,2024-11-01 00:00:00.000 Z,Deltona,FL,32725,4988
Best Buddies SWFL,2024-11-01 00:00:00.000 Z,Fort Myers,FL,33907,718
Ashworth Church,2024-12-01 00:00:00.000 Z,West Des Moines,IA,50266,40
Iglesia Cristiana Sanidad Divina ,2024-11-01 00:00:00.000 Z,Dundalk,MD,21222,464
Grace Chapel GA,2024-07-01 00:00:00.000 Z,Cumming,GA,30040,820
Fellowship Bible Church,2022-06-01 00:00:00.000 Z,Topeka,KS,66615,207
Kingswood United Methodist Church ,2023-04-01 00:00:00.000 Z,Buffalo Grove,IL,60089,7
Citizen Church,2024-07-01 00:00:00.000 Z,Pooler,GA,31322,1068
The Sanctuary of Lumberton,2024-07-01 00:00:00.000 Z,Lumberton,TX,77657,435
Montclair Community Church,2023-10-01 00:00:00.000 Z,Montclair,NJ,07043,122
16 Judicial District CO - Probation Office,2023-06-01 00:00:00.000 Z,La Junta,CO,81050,38
Bethany CRC Youth,2024-09-01 00:00:00.000 Z,Bellflower,CA,90706,775
Journey Fellowship,2024-01-01 00:00:00.000 Z,Parkville,MD,21234,156
Empowerment Community Church ,2024-09-01 00:00:00.000 Z,Chicago,IL,60644,6819
Trinity Life Church,2024-04-01 00:00:00.000 Z,Dacula,GA,30019,155
Connection Pointe Christian Church,2023-03-01 00:00:00.000 Z,Brownsburg,IN,46112,50
Calvary Episcopal Church,2023-12-01 00:00:00.000 Z,Bastrop,TX,78602,11748
Restauración Y Luz,2025-01-01 00:00:00.000 Z,Grand Prairie,TX,75050,2320
The Sanctuary of Lumberton,2025-01-01 00:00:00.000 Z,Lumberton,TX,77657,900
Trinity Lutheran Church and School,2025-01-01 00:00:00.000 Z,Hoffman,IL,62250,313
Bridge Church,2021-12-01 00:00:00.000 Z,Black River Falls,WI,54615,1420
First Congregational Church,2023-01-01 00:00:00.000 Z,Springfield,IL,62711,132
The Assembly  Saline,2022-12-01 00:00:00.000 Z,Saline,MI,48176,16
The Church House of Living Stones,2024-01-01 00:00:00.000 Z,Euclid,OH,44123,1786
Fallbrook Church,2024-09-01 00:00:00.000 Z,Houston,TX,77014,473
Bridge Church,2021-07-01 00:00:00.000 Z,Black River Falls,WI,54615,2478
United Church,2024-04-01 00:00:00.000 Z,Caldwell,ID,83607,76
Cleveland FBC,2023-09-01 00:00:00.000 Z,Cleveland,GA,30528,95
Grace Chapel GA,2024-02-01 00:00:00.000 Z,Cumming,GA,30040,139
Grace Chapel GA,2023-03-01 00:00:00.000 Z,Cumming,GA,30040,27
Holy Way Ministries Family Worship Center ,2023-12-01 00:00:00.000 Z,Shreveport,LA,71118,20
Bridge Church,2024-01-01 00:00:00.000 Z,Black River Falls,WI,54615,5014
Calvary Episcopal Church,2024-08-01 00:00:00.000 Z,Bastrop,TX,78602,6941
Knox Evangelical Presbyterian Church,2023-05-01 00:00:00.000 Z,Buffalo,NY,14217,66
Emmanuel Bible Church,2024-07-01 00:00:00.000 Z,Vineland,NJ,08360,688
Warner Temple,2024-04-01 00:00:00.000 Z,Memphis,TN,38126,766
NORTHLAND CHRISTIAN CHURCH,2023-03-01 00:00:00.000 Z,Topeka,KS,66617-1115,22
Life in Christ Community Church of Palm Beach,2024-06-01 00:00:00.000 Z,Lake Worth,FL,33461,120
Agape Love Ministries ,2024-04-01 00:00:00.000 Z,Cincinnati,OH,45237,358
Sugar Creek Baptist Church,2023-03-01 00:00:00.000 Z,West Terre Haute,IN,47885,42
Revivalist International Ministries,2024-06-01 00:00:00.000 Z,Cleveland,GA,30528,69
Forward Community Church of God,2024-01-01 00:00:00.000 Z,Palmetto,FL,34221,6
"OUTREACH, INC.",2024-03-01 00:00:00.000 Z,Colorado Springs,CO,80919,192
The Jesus Clubs,2024-09-01 00:00:00.000 Z,Anna,TX,75409,1754
Melissa Vergiels ,2023-05-01 00:00:00.000 Z,Toledo,OH,43613,245
Awaken Church,2023-04-01 00:00:00.000 Z,Aurora,MO,65605,495
Northern Hills Christian Church,2024-07-01 00:00:00.000 Z,Clayton,OH,45315,418
Cuse210,2023-07-01 00:00:00.000 Z,Syracuse,NY,13204,81
Juniper Church,2023-03-01 00:00:00.000 Z,Knoxville,TN,37902,171
"Grace Church-Noblesville, IN",2023-07-01 00:00:00.000 Z,Noblesville,IN,46062-6909,20
Greater Victory Faith Ministries,2024-01-01 00:00:00.000 Z,Lorain,OH,44052,1715
Mile City Español,2024-10-01 00:00:00.000 Z,Plymouth,MI,48170,4703
Christ Community UMC,2023-06-01 00:00:00.000 Z,Syracuse,NY,13209,21
Greater Victory Faith Ministries,2024-06-01 00:00:00.000 Z,Lorain,OH,44052,1726
att,2024-06-01 00:00:00.000 Z,Sandyston,NJ,07851,15
Resolute Church,2023-01-01 00:00:00.000 Z,Corpus Christi,TX,78413,113
Reach the City Church Family,2024-07-01 00:00:00.000 Z,Gardena,CA,90247,53823
Victory Baptist Church,2024-08-01 00:00:00.000 Z,Evergreen,MT,59901,475
Agape Love Ministries ,2024-12-01 00:00:00.000 Z,Cincinnati,OH,45237,51
Bowling Green Church of the Nazarene,2024-12-01 00:00:00.000 Z,Bowling Green,MO,63334,371
Antioch Primitive Baptist Church,2024-12-01 00:00:00.000 Z,Chattanooga,TN,37406,2005
Mountain Parkway Church of God ,2024-09-01 00:00:00.000 Z,Clay City,KY,40312,975
Love Revival Church,2024-09-01 00:00:00.000 Z,Virginia Beach,VA,23456,169
Horizon Church,2023-02-01 00:00:00.000 Z,Allentown,PA,18104,679
Hosanna Church,2023-07-01 00:00:00.000 Z,Lakeville,MN,55044,18
God's Harbor For All Souls,2024-02-01 00:00:00.000 Z,Richton Park,IL,60471,1529
Medicine Park First Baptist,2024-01-01 00:00:00.000 Z,Medicine Park,OK,73557,42
Warner Temple,2024-07-01 00:00:00.000 Z,Memphis,TN,38126,684
New Testament Christian Church of Augusta,2023-10-01 00:00:00.000 Z,Hephzibah,GA,30815,174
Northstar Church,2023-10-01 00:00:00.000 Z,Panama City,FL,32401,76
Church Experience,2022-11-01 00:00:00.000 Z,Tampa,FL,33626,57
Alliance First Assembly of God,2023-12-01 00:00:00.000 Z,Alliance,OH,44601,312
Christ Lutheran Church East Northport,2024-10-01 00:00:00.000 Z,East Northport,NY,11731,172
New Liberty Baptist Church,2023-06-01 00:00:00.000 Z,Garland,TX,75041,5
Tall Oaks Coaching,2024-06-01 00:00:00.000 Z,Edmond,OK,73034,1577
Studio 412 Organization,2024-10-01 00:00:00.000 Z,Smiths Station,AL,36877,653
Life & Relationship Coaching,2023-07-01 00:00:00.000 Z,Covington,GA,30016,30
Restoration Church,2024-10-01 00:00:00.000 Z,Monticello,NY,12701,252
Mt Moriah Baptist Church,2024-10-01 00:00:00.000 Z,Magnolia,KY,42757,269
OneHeartDC,2022-09-01 00:00:00.000 Z,Ashburn,VA,20147,2
Cornerstone Missionary Fellowship,2024-10-01 00:00:00.000 Z,Saint Paul,MN,55124,238
Soul Revival Church,2024-10-01 00:00:00.000 Z,Racine,WI,53404,166
Chadron United Methodist church,2024-01-01 00:00:00.000 Z,Chadron,NE,69337,208
Sugar Creek Baptist Church,2022-09-01 00:00:00.000 Z,West Terre Haute,IN,47885,3
Christ Chapel Church,2023-02-01 00:00:00.000 Z,Woodbridge,VA,22191,96
Central Church of Christ,2023-05-01 00:00:00.000 Z,Streator,IL,61364,23
Or HaOlam Messianic Synagogue,2023-09-01 00:00:00.000 Z,Overland Park,KS,66212-4900,10
Nile,2023-10-01 00:00:00.000 Z,Stillwater,OK,74075,8
Iglesia Cristiana Sanidad Divina ,2024-10-01 00:00:00.000 Z,Dundalk,MD,21222,489
Cru City,2024-04-01 00:00:00.000 Z,Orlando,FL,32832,142
Canadian Church of Christ,2023-01-01 00:00:00.000 Z,Canadian,TX,79014,9
MaconFBC,2023-10-01 00:00:00.000 Z,Macon,MO,63552,4
The Church of the Resurrection,2023-03-01 00:00:00.000 Z,Washington,DC,20003,41
Refuge church,2023-08-01 00:00:00.000 Z,Mobile,AL,36618,10
Marie Lawson,2023-10-01 00:00:00.000 Z,Englewood Cliffs,NJ,07632,1
Kingswood United Methodist Church ,2022-12-01 00:00:00.000 Z,Buffalo Grove,IL,60089,25
Riveted Church,2024-04-01 00:00:00.000 Z,Skiatook,OK,74070,165
Scenic View Baptist Church,2024-10-01 00:00:00.000 Z,Nashville,TN,37210,85
Bethania Houston,2023-08-01 00:00:00.000 Z,Houston,TX,77074,14
New Berean Baptist Church,2024-06-01 00:00:00.000 Z,Portsmouth,VA,23703,4
Nampa First Church of the Nazarene,2024-09-01 00:00:00.000 Z,Nampa,ID,83651,8
Garden City Church,2024-08-01 00:00:00.000 Z,Beverly,MA,01915,2
BG Naz Youth,2024-08-01 00:00:00.000 Z,Bowling Green,MO,63334,103
Eason For Bishop Campaign,2024-07-01 00:00:00.000 Z,Atlanta,GA,30314,2
Iglesia vida/Life Church AG,2023-02-01 00:00:00.000 Z,Pembroke Pines,FL,33029,5
Church Experience,2022-10-01 00:00:00.000 Z,Tampa,FL,33626,17
Parkway Church,2023-07-01 00:00:00.000 Z,Woodbridge,VA,22192,4
Drivers Edge School of Driving,2024-07-01 00:00:00.000 Z,Belvidere,IL,61008,14
Fellowship Baptist Church,2024-07-01 00:00:00.000 Z,Columbus,OH,43232,2
Hattiesburg Chinese Christian Church,2024-01-01 00:00:00.000 Z,Hattiesburg,MS,39402,6
Hillcrest Community Church,2023-12-01 00:00:00.000 Z,Nashville,TN,37203,8
Open Door Bible Church ,2025-02-01 00:00:00.000 Z,Hudson,MI,49247,82
Hope Lutheran Church,2025-02-01 00:00:00.000 Z,Manhattan,KS,66502,167
Best Buddies SWFL,2025-02-01 00:00:00.000 Z,Fort Myers,FL,33907,176
Priscilla Shaw,2023-07-01 00:00:00.000 Z,Covington,GA,30014,4
Marion Avenue Baptist Church,2025-01-01 00:00:00.000 Z,Washington,IA,52353,7165
Reno Christian Fellowship,2025-01-01 00:00:00.000 Z,Reno,NV,89511,1451
Trinity Baptist Church,2025-02-01 00:00:00.000 Z,Sweetwater,TX,79556,221
One Mission Church,2025-01-01 00:00:00.000 Z,Franklin,TN,37067,66
Gc3 Church,2025-01-01 00:00:00.000 Z,Frederick,MD,21702,723
CC Media,2024-12-01 00:00:00.000 Z,Rockaway,NJ,07866,331
Mount Zion Baptist Church,2024-12-01 00:00:00.000 Z,Grambling,LA,71245,442
Community Church,2024-12-01 00:00:00.000 Z,Orange,TX,77632,34787
Northside Christian Church,2025-01-01 00:00:00.000 Z,KCMO,MO,64118,660
Refuge Christian Church,2024-11-01 00:00:00.000 Z,Hampton,VA,23669,798
West Ohio Christian Chamber of Commerce ,2024-11-01 00:00:00.000 Z,Lima,OH,45805,5417
The Heart Church,2024-12-01 00:00:00.000 Z,Colorado Springs,CO,80901,2279
Pastor David Ramsey,2024-12-01 00:00:00.000 Z,Cortez,CO,81321,135
Ebenezer Baptist Church Daughters of Esther,2024-08-01 00:00:00.000 Z,Lancaster,PA,17602,4860
Gospel Fellowship Church,2023-12-01 00:00:00.000 Z,Boynton Beach,FL,33435-7629,1822
WayPoint Church,2023-05-01 00:00:00.000 Z,Adairsville,GA,30103,10
Bless The City,2023-11-01 00:00:00.000 Z,Bellingham,WA,98226,98
Ebenezer Baptist Church Daughters of Esther,2024-03-01 00:00:00.000 Z,Lancaster,PA,17602,4651
Jacob Hayward Spark,2023-12-01 00:00:00.000 Z,Urbana,OH,43078,8809
New Second Buffalo Baptist Church ,2023-11-01 00:00:00.000 Z,Nathalie,VA,24577,4
GrandView Church,2022-12-01 00:00:00.000 Z,Mesquite,TX,75150,2005
Ascent Church,2024-07-01 00:00:00.000 Z,Virginia Beach,VA,23451,171
Ascension Lutheran Church ,2024-02-01 00:00:00.000 Z,Los Angeles,CA,90043,16539
Revival Outreach Ministries International,2024-07-01 00:00:00.000 Z,Chicago,IL,60615,339
Buz at The Ministry Place,2024-06-01 00:00:00.000 Z,West Boylston,MA,01583,379
Desert Streams Church,2023-05-01 00:00:00.000 Z,Canyon Country,CA,91351,378
Truth Tabernacle of Fontana,2024-08-01 00:00:00.000 Z,Bloomington,CA,92316,40497
member of First Baptist Church of Glenarden,2022-12-01 00:00:00.000 Z,Laurel,MD,20708,255
Tanisha Mckinnon,2024-02-01 00:00:00.000 Z,Garfield,NJ,07026,3466
House of Latria,2024-10-01 00:00:00.000 Z,Somerville,MA,02145,1073
CCA,2024-03-01 00:00:00.000 Z,Great Falls,MT,59401,9
House of Latria,2024-07-01 00:00:00.000 Z,Somerville,MA,02145,1614
Lynhurst Baptist Church ,2024-02-01 00:00:00.000 Z,Indianapolis,IN,46241,171
Geyer Road Baptist Church,2024-01-01 00:00:00.000 Z,Saint Louis,MO,63122,625
Compassionate Community Church,2024-08-01 00:00:00.000 Z,Dallas,TX,75217,2504
Northside Christian Church,2022-03-01 00:00:00.000 Z,KCMO,MO,64118,33
First Presbyterian Church of Edmond,2023-06-01 00:00:00.000 Z,Edmond,OK,73034,44
Michigan Women’s Esprit,2024-06-01 00:00:00.000 Z,Lake Orion,MI,48360,497
Fairview Fellowship Church,2023-11-01 00:00:00.000 Z,Kendallville,IN,46755,11
Gateway Church,2024-08-01 00:00:00.000 Z,Macon,GA,31216,1945
Bridge of Hope Church,2024-05-01 00:00:00.000 Z,Pleasant Garden,NC,27313,979
Sojourn Alliance Church,2023-12-01 00:00:00.000 Z,Boise,ID,83705,2024
Cornerstone Baptist Church ,2023-02-01 00:00:00.000 Z,Greensboro,NC,27410,21
Iglesia Nuevo Testamento,2024-03-01 00:00:00.000 Z,Miami,FL,33177,12956
Bless The City,2024-07-01 00:00:00.000 Z,Bellingham,WA,98226,172
Tulare First Church of God,2023-07-01 00:00:00.000 Z,Tulare,CA,93274,343
House of Latria,2024-02-01 00:00:00.000 Z,Somerville,MA,02145,1227
GrandView Church,2023-02-01 00:00:00.000 Z,Mesquite,TX,75150,1287
member of First Baptist Church of Glenarden,2024-05-01 00:00:00.000 Z,Laurel,MD,20708,205
Portland City Church,2022-06-01 00:00:00.000 Z,Portland,OR,97206,111
The Sword of Truth,2023-10-01 00:00:00.000 Z,Florence,SC,29501,6
Liberty Springs Baptist Church,2024-11-01 00:00:00.000 Z,Griffin,GA,30224,372
Calvary Bible Church,2024-04-01 00:00:00.000 Z,Grand Junction,CO,81506,98
Bethel College Life,2024-02-01 00:00:00.000 Z,Evansville,IN,47714,210
MorningStar Women's Ministry,2024-05-01 00:00:00.000 Z,Wilmington,NC,28409,1911
Hope Church Memphis,2022-10-01 00:00:00.000 Z,Memphis,TN,38138,81
Fairview Fellowship Church,2024-11-01 00:00:00.000 Z,Kendallville,IN,46755,1629
Venture Church,2024-02-01 00:00:00.000 Z,Somerville,MA,02144,169
Free Ministries FWC,2024-05-01 00:00:00.000 Z,La Place,LA,70068,865
North Carolina Conference of The AME Zion Church,2024-11-01 00:00:00.000 Z,Fuquay Varina,NC,27526,6
First Presbyterian Church of Edmond,2022-11-01 00:00:00.000 Z,Edmond,OK,73034,28
LeaderImpact,2024-04-01 00:00:00.000 Z,Mason,OH,45040,252
Reveal Church Worship Center,2023-07-01 00:00:00.000 Z,Douglasville,GA,30135,8
Community Christian Church,2023-09-01 00:00:00.000 Z,Sharpsburg,GA,30277-3127,130
Back Bay Christian Assembly ,2022-12-01 00:00:00.000 Z,Virginia Beach ,VA,23457,18
House of Latria,2024-03-01 00:00:00.000 Z,Somerville,MA,02145,987
Buz at The Ministry Place,2023-02-01 00:00:00.000 Z,West Boylston,MA,01583,12
Kirkwood Church,2023-12-01 00:00:00.000 Z,Clarksville,TN,37043,2678
Ivy Creek Baptist Church,2022-10-01 00:00:00.000 Z,Buford,GA,30519,30
Scattered Church,2023-09-01 00:00:00.000 Z,Harrison,TN,37341,49
Community Christian Church,2024-05-01 00:00:00.000 Z,Sharpsburg,GA,30277-3127,217
Mr. Odell,2024-02-01 00:00:00.000 Z,Oxnard,CA,93030,36
Mission Church New Hudson,2024-03-01 00:00:00.000 Z,New Hudson,MI,48165,17
Bill Ward,2023-06-01 00:00:00.000 Z,Stanley,NC,28164,4
Bux-Mont Baptist Church,2023-06-01 00:00:00.000 Z,Hatboro,PA,19040,40
Wave Church,2023-10-01 00:00:00.000 Z,Tulsa,OK,74108,9
Start Right Church,2022-10-01 00:00:00.000 Z,Cleveland,OH,44112,117
Revival Outreach Ministries International,2023-04-01 00:00:00.000 Z,Chicago,IL,60615,121
LeaderImpact,2024-07-01 00:00:00.000 Z,Mason,OH,45040,261
Williams Chapel AME Zion Church,2024-07-01 00:00:00.000 Z,Carlisle,SC,29031,156
Worship.Without.Worry - Protect Places of Worship,2023-07-01 00:00:00.000 Z,Buffalo,NY,14211,2
Wave Church,2024-09-01 00:00:00.000 Z,Tulsa,OK,74108,27
Disciple Central Community Church,2024-11-01 00:00:00.000 Z,Desoto,TX,75115-4013,4
Life Center International Ministries,2023-05-01 00:00:00.000 Z,Charlotte,NC,28273,33
Real Life Ministries Silver Valley,2024-10-01 00:00:00.000 Z,Pinehurst,ID,83850,2992
Venture Church,2023-11-01 00:00:00.000 Z,Somerville,MA,02144,54
Grace Community Church,2023-06-01 00:00:00.000 Z,Angier,NC,27501,2
West Warren Activities group,2024-09-01 00:00:00.000 Z,Ogden,UT,84404,1260
Cornerstone Baptist Church ,2022-09-01 00:00:00.000 Z,Greensboro,NC,27410,11
St. James Lutheran Church,2024-10-01 00:00:00.000 Z,Kansas City,MO,64118,151
Gaylord First United Methodist ,2023-04-01 00:00:00.000 Z,Gaylord,MI,49735,29
Vicki Colls,2024-02-01 00:00:00.000 Z,Norman Park,GA,31771,9
Sole Purpose Ministries,2024-09-01 00:00:00.000 Z,Coshocton,OH,43812,6
First Presbyterian Church of Edmond,2022-07-01 00:00:00.000 Z,Edmond,OK,73034,12
First Presbyterian Church of Bartow,2023-02-01 00:00:00.000 Z,Bartow,FL,33830,41
Grace Vineyard Christian Fellowship,2024-11-01 00:00:00.000 Z,Oceanside,CA,92054,10
Capitol Hill Assembly,2022-10-01 00:00:00.000 Z,Oklahoma City,OK,73159,23
Calvary Baptist Church,2024-08-01 00:00:00.000 Z,Lebanon,MO,65536,139
Grace Lutheran Church,2022-07-01 00:00:00.000 Z,Huntsville,AL,35801,41
Impact Church,2023-03-01 00:00:00.000 Z,Wilmington,NC,28403,7
Geyer Road Baptist Church,2024-05-01 00:00:00.000 Z,Saint Louis,MO,63122,189
Joy Outreach Fellowship,2024-02-01 00:00:00.000 Z,Kingsport,TN,37660,4
Wyoming Baptist Church,2022-11-01 00:00:00.000 Z,Cincinnati,OH,45215,8
MEN Incorporated,2024-02-01 00:00:00.000 Z,Houston,TX,77056,106
G2 Bible Church,2023-06-01 00:00:00.000 Z,Plano,TX,75075,9
Brown Chapel AME Church,2025-02-01 00:00:00.000 Z,Pittsburgh,PA,15212,104
Holy Tabernacle C.O.G.I.C.,2025-02-01 00:00:00.000 Z,Port Arthur,TX,77640,42
Bruce,2023-07-01 00:00:00.000 Z,Bowie,MD,20721,2
Daybreak,2023-02-01 00:00:00.000 Z,Hudsonville,MI,49426,57
Hope Community Church,2023-10-01 00:00:00.000 Z,Raleigh,NC,27606,43
East Ridge Baptist Church,2025-01-01 00:00:00.000 Z,Lake Charles,LA,70607,3651
Tusculum Hills Baptist Church,2025-01-01 00:00:00.000 Z,Nashville,TN,37211,10
Epic Life Dallas,2024-12-01 00:00:00.000 Z,Lancaster,TX,75134,1296
Peoples Baptist Church ,2025-01-01 00:00:00.000 Z,Kings Mountain,NC,28086,1270
Third Baptist Church ,2025-01-01 00:00:00.000 Z,Hampton,VA,23661,77
Deeper Life Church Ministries,2024-11-01 00:00:00.000 Z,Goldsboro,NC,27534,3424
Moroccan Kehila of New Jersey,2024-11-01 00:00:00.000 Z,Jackson Township,NJ,08527,1016
St. Marks Community Church,2024-11-01 00:00:00.000 Z,Burlington,NC,27215,566
Touchstone Christian Fellowship,2024-11-01 00:00:00.000 Z,Sacramento,CA,95841,96
Selfless Church,2024-11-01 00:00:00.000 Z,Blythewood,SC,29016,231
First Baptist Church Weslaco,2024-11-01 00:00:00.000 Z,Weslaco,TX,78596,1391
Bridgeway Christian Church,2024-07-01 00:00:00.000 Z,Roseville,CA,95661,1655
Church Anywhere,2024-01-01 00:00:00.000 Z,Corydon,IN,47112,763
Duck Springs Baptist Church ,2024-09-01 00:00:00.000 Z,Attalla,AL,35954,5796
Mountain View Church ,2024-05-01 00:00:00.000 Z,Fresno,CA,93727,143
New Life SDA Church,2024-07-01 00:00:00.000 Z,Philadelphia,PA,19124,118
Trinity Church Streetsville,2024-03-01 00:00:00.000 Z,Mississauga,NY,ON L5M 1K5,292
Timberline Church,2021-08-01 00:00:00.000 Z,Fort Collins,CO,,2172
Jennifer Marie,2024-05-01 00:00:00.000 Z,Farmington,MI,48335,2992
Lake Effect Church / Stello Grove,2023-09-01 00:00:00.000 Z,Grand Rapids,MI,49504,37
